text,author,score,datetime
"If you look at it purely as a inner city run about, whats not to like..",@chrisschneiders6734,0,2024-04-10T12:10:59Z
For 1500 pound I rather buy a bicycle.,@perswartz4393,0,2024-04-10T12:10:58Z
"9 bars in a LEAF doesn’t mean it’s got 75% left, it means the SOH is somewhere between 66.25 and 72.5%",@SusieSmart,293,2024-04-10T12:10:10Z
"Really fun and interesting video, thanks.",@neilshirley,0,2024-04-10T12:08:21Z
Why is this guy so annoying?  He screeches like a 12-year old girl!,@LG123ABC,0,2024-04-10T12:06:32Z
I love the electric range tests carwow 😌,@Cozumii,0,2024-04-10T12:05:44Z
The world is saved! The problems of pollution and consumerism are over. It's going to be a beautiful world.,@CT1JRZ,0,2024-04-10T12:04:42Z
"These did hardly any miles when new (remember that top gear test) so 60 miles is not as bad as it could've been. But really these are only any good as a town turnaround. So I'll stick to our 15 year old ICE smart 4-2 for that purpose, although strangely I find them quite appealing for urban use.",@steveberridge4648,0,2024-04-10T12:03:43Z
"I think the takeaway here is how quickly EV batteries have advanced in 10 years. When you think this car didn't start with much range, has much older battery tech, old battery management system and as far as I am aware it is a passively cooled battery. I'll be curious how current EVs fair in a decade.

I think though if you have a new driver or someone who only drives to the shops or local friends, £1500 with dirt cheap servicing and £3.50 to fully charge to do 50-60odd miles, it's not as bad as you'd think",@jonc-1989,29,2024-04-10T12:02:53Z
"at this price, buy one and modify it.
bung your own battery pack in it yourself if you know electrics",@BillyNoMates1974,0,2024-04-10T12:02:16Z
"👍Yep Planned  obsolescence and both for batteries and with ALL modern cars, whether ICE or electric, everything is software based so you are at the whim of the manufacturer for software upgrades. 
In addition your privacy is compromised; manufacturers and third parties know where you have been, the history of how you have driven he car and if you have voice control, what you have been talking about!
At least with a phone you have privacy settings that you can turn off!",@Deepthought-42,0,2024-04-10T12:00:58Z
"👍Yep Planned  obsolescence and both for batteries and with ALL modern cars, whether ICE or electric, everything is software based so you are at the whim of the manufacturer for software upgrades. 
In addition your privacy is compromised; manufacturers and third parties know where you have been, the history of how you have driven he car and if you have voice control, what you have been talking about!
At least with a phone you have privacy settings that you can turn off!",@Deepthought-42,0,2024-04-10T12:00:57Z
"The early leafs had the worst battery chemistry, and no thermal management. Undoubtedly fully charged to 100% after every trip. Both of which killed the battery much quicker than more modern ones.",@johnwilson8582,972,2024-04-10T12:00:44Z
"Perfect London runabout, as long as you can charge at home. Probably get more miles out of it in city only driving, too.",@nigel.w,20,2024-04-10T11:56:53Z
I think for £1500 it’s a nice little town runabout. Good for school run and local journeys. There’s a lot worse equipped cars out there for this money,@Saint_Vincent1735,0,2024-04-10T11:55:25Z
"What Happens When My CHEAP Leaf DIES? | Used EV Range Test! - Shot On iPhone 13

AutoTrader",@mrmawson2438,0,2024-04-10T11:54:04Z
"I'll consider an EV, purely as a commuter car someday only when:
1) I am financially comfortable enough to own separate cars for commuting and playing (family road trips, camping, etc)
2) There is a sufficiently mature, robust system in place for safe recycling of their batteries at no cost to the consumer
3) And most importantly, when the electricity we use to charge them is not ALSO generated from the exact same fossil fuels we're allegedly trying to become less dependent on

Oh, and if that day ever happens, I assure you it will not be a Nissan Leaf. Seriously that is one of the ugliest cars made in the last decade, electric or otherwise",@leftcoastfunk,0,2024-04-10T11:51:33Z
"You are triggering me looking at ""miles left"". It didnt mean jack s*** in fuel cars, means as much in electric. Look at the % remaining instead.",@MyrKnof,0,2024-04-10T11:51:31Z
"It’s only 10 years old and only done 44k miles and can’t only do 60 miles. A used car with 44k on the clock will be a lot better. 
That leaf is rubbish don’t buy a used leaf.",@Captivestormracing,0,2024-04-10T11:50:39Z
"Even a tiny range EV can do more than enough for the average distance driven. Assuming you can charge at home or work, this car would still be ideal for most people.",@geetee4037,26,2024-04-10T11:50:00Z
"It would be cheaper to buy a used nissan leaf each time the battery fails than actually replacing it,insane.",@kimani42069,2,2024-04-10T11:48:56Z
It's not perssed it's old and not very accurate 😂😂.,@ifrazali2712,0,2024-04-10T11:44:53Z
Pls do a review of a 2018 nissan note e-power pls 🙏 please e-power mat please,@fathmath2308,1,2024-04-10T11:44:00Z
"Matt's car has the older generation battery which degrades faster. The Leaf battery was changed in 2016 for a much more durable battery and those can literally last the life of the vehicle, so long as they are not abused with fast charging to full all the time. My 2016 Leaf is still showing all 12 SOH bars and regularly does in excess of 80 miles (130 km).",@TL-xw6fh,2,2024-04-10T11:43:07Z
Putting 3 windows down and up = 15 miles less range 😊😊,@hillbillymal9351,11,2024-04-10T11:42:39Z
This doesn't look like a win to me.  I guess it might suit someone who lived in a town/city.  A granny type car?,@dieseldes6578,0,2024-04-10T11:41:35Z
"My Dream car! £1500.00 best value in the world. I am buying a Prius off a mini cab driver.£ 500.00. Immaculate. 500,000 miles.Used in Greater London.Insurance is high though!",@danielshinerock1526,1,2024-04-10T11:41:09Z
The most unbelievable part of this is the RAC attended a call out….,@lukevibertuk,0,2024-04-10T11:39:49Z
"My brother had a first gen 24 battery....

He was only getting 40 kph total distance...
Worthless if you ask me....",@Andrew-vd2ko,0,2024-04-10T11:39:17Z
"Driving a Nissan Leaf until it died the highs and lows eh, the highs and lows",@markrhoden68,0,2024-04-10T11:37:51Z
How on Earth did u get a 44k miles Leaf for 1500??,@anemeth9281,9,2024-04-10T11:36:11Z
Hybrid is the way to go. You NEVER go full electric. 😜😜,@Watermelon_6096,1,2024-04-10T11:35:56Z
Imagine this compared to a 10 year old diesel,@DavidWh-jg4wp,0,2024-04-10T11:33:21Z
"A great every day test, thank you Carwow it's given me food for thought. 🤔",@stevehaines6343,0,2024-04-10T11:32:45Z
"That wouldn't even make my daily commute. This is one of the reasons I would rather stick to my 2011 diesel, average of over 70 miles per gallon, I know what I will be paying for my diesel, I can also pay with CASH, electricity machines have different prices, I don't know how you know what you're paying, , also can only be paid using a credit card, takes longer, apart from the few big stations, I don't know how you find electricity machines, there's plenty that haven't been connected to the grid near to where I live, as far as I know there's only one working machine in the town in the most expensive car park, unless you only do local journeys, not a 30 mile commute, and access to off road parking so you can charge at home, it's not worth it",@andrewgage6942,1,2024-04-10T11:32:36Z
My 15 year old diesel still does 600 miles to a tank....just saying,@loftysaltmarsh69,0,2024-04-10T11:31:59Z
Thank your for some content other than drag races :P,@afonsocarneiro,0,2024-04-10T11:31:51Z
Hi @carwow & Matt! You want £500 for it?? I NEEED a car to drive around 😎👍🏻! Let me know 😬,@npimenta9621,0,2024-04-10T11:31:28Z
"Using the Leaf's navigation, you deserve everything that is coming to you!",@jason8966,0,2024-04-10T11:30:33Z
The real review should be for that one recording infront of the nissa leaf,@joseamaya1178,0,2024-04-10T11:30:10Z
A few years after these came out I saw an article about a driver in the US who attached a trailer with generator to extend the range.,@brandywell44,0,2024-04-10T11:29:00Z
"Toyota magical-state battery 'mass production' only enough for 0.1% of Toyota cars

The Electric Viking",@mrmawson2438,0,2024-04-10T11:28:35Z
Can I have the car after the video😢😢😢,@macleanupdates3494,0,2024-04-10T11:27:54Z
Crazy how a 10yo electric car is destined for a scrapyard and almost useless. Whereas a 10yo ice car is not even outdated. I don’t see how it’s good for the environment to build cars that have such a short lifespan,@georgeoliver8300,0,2024-04-10T11:27:40Z
"I'm not convinced about electric cars. I need a car that is always ready for drive. If a car is needed, i will not have time to wait until it will charge. This option may be good when charging problems disappear. I am not eco terrorist and don't care it is environment friendly or not. For me daily car need to be always ready to drive even 1000 miles.",@jarekdudzio,0,2024-04-10T11:27:00Z
"£1500 bargain. I owned one of these for 3 years, first car I bought online but wasn't paranoid like an Ice car. Was faultless. £22 per 1000 miles. Never saw turtle mode. EVs don't suit all but was great for us.",@Iain_C,237,2024-04-10T11:26:30Z
"It's a shame the original leaf had no battery thermal management and a battery chemistry that was barely up for the job.
How times have changed.",@ricco123tube,54,2024-04-10T11:26:21Z
"there are probably a lot more cars with mold on the seat belts, you just dont see it, because they are usually black.",@peterkonrad4364,2,2024-04-10T11:25:13Z
"hopeless, these should be all scrapped, if you bought an old diesel car you would of done 800 to a 1000 miles on a single tank of fuel, and it would keep on running after all the EVs are obsolete",@Mr.Nabil.Belhaj,1,2024-04-10T11:23:36Z
The early Leafs had the same problem as the RX-8 - a rather specialist innovative car bought by people who didn't know how to take care of it. The battery health can vary wildly depending on how badly the battery was treated through its lifetime.,@drunkenhobo8020,1,2024-04-10T11:23:18Z
